# cat_frame_manifest.csv — generated from Python script manifest
PAW_DOWN_RIGHT_2,48,2
PAW_DOWN_RIGHT_3,48,3
PAW_DOWN_RIGHT_4,48,4
PAW_DOWN_RIGHT_5,48,5
PAW_DOWN_RIGHT_6,48,6
PAW_DOWN_RIGHT_7,48,7
PAW_DOWN_RIGHT_8,48,8
PAW_DOWN_LEFT_0,49,0
PAW_DOWN_LEFT_1,49,1
PAW_DOWN_LEFT_2,49,2
PAW_DOWN_LEFT_3,49,3
PAW_DOWN_LEFT_4,49,4
PAW_DOWN_LEFT_5,49,5
PAW_DOWN_LEFT_6,49,6
PAW_DOWN_LEFT_7,49,7
PAW_DOWN_LEFT_8,49,8
PAW_UP_RIGHT_0,50,0
PAW_UP_RIGHT_1,50,1
PAW_UP_RIGHT_2,50,2
PAW_UP_RIGHT_3,50,3
PAW_UP_RIGHT_4,50,4
PAW_UP_LEFT_0,51,0
PAW_UP_LEFT_1,51,1
PAW_UP_LEFT_2,51,2
PAW_UP_LEFT_3,51,3
PAW_UP_LEFT_4,51,4
HIND_0,52,0
HIND_1,52,1
HIND_2,52,2
HIND_3,52,3
